rank,channel,program,metric_value,category,area,begin_date,week_start,week_end,metric_type,unit,analysis_basis,week_candidates_count,week_candidates,source_url,collected_at
19,KBS2,불후의명곡,867.0,지상파,전국,202507,2026.03.30,2026.04.05,audience_count,thousand_persons,"13개지역, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202507,2026-04-12T20:14:28
20,KBS1,KBS뉴스광장2부,840.0,지상파,전국,202507,2026.03.30,2026.04.05,audience_count,thousand_persons,"13개지역, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202507,2026-04-12T20:14:28
1,KBS2,KBS2주말드라마(사랑을처방해드립니다),13.1,지상파,전국,202507,2026.03.30,2026.04.05,household_rating,percent,"13개지역, 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202507,2026-04-12T20:14:28
2,SBS,미운우리새끼다시쓰는육아일기,11.3,지상파,전국,202507,2026.03.30,2026.04.05,household_rating,percent,"13개지역, 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202507,2026-04-12T20:14:28
3,SBS,SBS금토드라마(신이랑법률사무소),8.5,지상파,전국,202507,2026.03.30,2026.04.05,household_rating,percent,"13개지역, 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202507,2026-04-12T20:14:28
4,KBS2,KBS2일일드라마(붉은진주),7.6,지상파,전국,202507,2026.03.30,2026.04.05,household_rating,percent,"13개지역, 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202507,2026-04-12T20:14:28
5,KBS1,KBS9시뉴스,7.5,지상파,전국,202507,2026.03.30,2026.04.05,household_rating,percent,"13개지역, 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202507,2026-04-12T20:14:28
6,KBS1,인간극장,7.1,지상파,전국,202507,2026.03.30,2026.04.05,household_rating,percent,"13개지역, 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202507,2026-04-12T20:14:28
7,KBS1,KBS1일일드라마(기쁜우리좋은날),6.9,지상파,전국,202507,2026.03.30,2026.04.05,household_rating,percent,"13개지역, 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202507,2026-04-12T20:14:28
8,MBC,MBC뉴스데스크,6.4,지상파,전국,202507,2026.03.30,2026.04.05,household_rating,percent,"13개지역, 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202507,2026-04-12T20:14:28
9,KBS2,1박2일,5.9,지상파,전국,202507,2026.03.30,2026.04.05,household_rating,percent,"13개지역, 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202507,2026-04-12T20:14:28
9,KBS1,가요무대,5.9,지상파,전국,202507,2026.03.30,2026.04.05,household_rating,percent,"13개지역, 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202507,2026-04-12T20:14:28
11,KBS1,아침마당,5.7,지상파,전국,202507,2026.03.30,2026.04.05,household_rating,percent,"13개지역, 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202507,2026-04-12T20:14:28
12,KBS1,전국노래자랑,5.6,지상파,전국,202507,2026.03.30,2026.04.05,household_rating,percent,"13개지역, 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202507,2026-04-12T20:14:28
13,KBS1,특파원보고세계는지금,5.5,지상파,전국,202507,2026.03.30,2026.04.05,household_rating,percent,"13개지역, 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202507,2026-04-12T20:14:28
13,MBC,일일드라마(첫번째남자),5.5,지상파,전국,202507,2026.03.30,2026.04.05,household_rating,percent,"13개지역, 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202507,2026-04-12T20:14:28
15,KBS1,동네한바퀴,5.3,지상파,전국,202507,2026.03.30,2026.04.05,household_rating,percent,"13개지역, 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202507,2026-04-12T20:14:28
16,KBS2,살림하는남자들,5.2,지상파,전국,202507,2026.03.30,2026.04.05,household_rating,percent,"13개지역, 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202507,2026-04-12T20:14:28
17,KBS1,KBS뉴스광장2부,4.7,지상파,전국,202507,2026.03.30,2026.04.05,household_rating,percent,"13개지역, 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202507,2026-04-12T20:14:28
17,KBS2,불후의명곡,4.7,지상파,전국,202507,2026.03.30,2026.04.05,household_rating,percent,"13개지역, 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202507,2026-04-12T20:14:28
17,KBS1,6시내고향,4.7,지상파,전국,202507,2026.03.30,2026.04.05,household_rating,percent,"13개지역, 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202507,2026-04-12T20:14:28
20,MBC,나혼자산다,4.5,지상파,전국,202507,2026.03.30,2026.04.05,household_rating,percent,"13개지역, 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202507,2026-04-12T20:14:28
1,KBS2,KBS2주말드라마(사랑을처방해드립니다),2457.0,지상파,전국,202508,2026.03.30,2026.04.05,audience_count,thousand_persons,"13개지역, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202508,2026-04-12T20:14:29
2,SBS,미운우리새끼다시쓰는육아일기,2128.0,지상파,전국,202508,2026.03.30,2026.04.05,audience_count,thousand_persons,"13개지역, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202508,2026-04-12T20:14:29
3,SBS,SBS금토드라마(신이랑법률사무소),1605.0,지상파,전국,202508,2026.03.30,2026.04.05,audience_count,thousand_persons,"13개지역, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202508,2026-04-12T20:14:29
4,KBS2,KBS2일일드라마(붉은진주),1412.0,지상파,전국,202508,2026.03.30,2026.04.05,audience_count,thousand_persons,"13개지역, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202508,2026-04-12T20:14:29
5,KBS1,KBS9시뉴스,1316.0,지상파,전국,202508,2026.03.30,2026.04.05,audience_count,thousand_persons,"13개지역, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202508,2026-04-12T20:14:29
6,KBS1,인간극장,1282.0,지상파,전국,202508,2026.03.30,2026.04.05,audience_count,thousand_persons,"13개지역, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202508,2026-04-12T20:14:29
7,KBS1,KBS1일일드라마(기쁜우리좋은날),1276.0,지상파,전국,202508,2026.03.30,2026.04.05,audience_count,thousand_persons,"13개지역, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202508,2026-04-12T20:14:29
8,KBS2,1박2일,1204.0,지상파,전국,202508,2026.03.30,2026.04.05,audience_count,thousand_persons,"13개지역, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202508,2026-04-12T20:14:29
9,MBC,MBC뉴스데스크,1194.0,지상파,전국,202508,2026.03.30,2026.04.05,audience_count,thousand_persons,"13개지역, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202508,2026-04-12T20:14:29
10,KBS1,아침마당,1032.0,지상파,전국,202508,2026.03.30,2026.04.05,audience_count,thousand_persons,"13개지역, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202508,2026-04-12T20:14:29
11,KBS1,전국노래자랑,1010.0,지상파,전국,202508,2026.03.30,2026.04.05,audience_count,thousand_persons,"13개지역, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202508,2026-04-12T20:14:29
12,KBS1,가요무대,1006.0,지상파,전국,202508,2026.03.30,2026.04.05,audience_count,thousand_persons,"13개지역, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202508,2026-04-12T20:14:29
13,KBS1,동네한바퀴,987.0,지상파,전국,202508,2026.03.30,2026.04.05,audience_count,thousand_persons,"13개지역, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202508,2026-04-12T20:14:29
14,MBC,일일드라마(첫번째남자),981.0,지상파,전국,202508,2026.03.30,2026.04.05,audience_count,thousand_persons,"13개지역, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202508,2026-04-12T20:14:29
15,KBS2,살림하는남자들,975.0,지상파,전국,202508,2026.03.30,2026.04.05,audience_count,thousand_persons,"13개지역, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202508,2026-04-12T20:14:29
16,KBS1,특파원보고세계는지금,974.0,지상파,전국,202508,2026.03.30,2026.04.05,audience_count,thousand_persons,"13개지역, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202508,2026-04-12T20:14:29
17,MBC,나혼자산다,971.0,지상파,전국,202508,2026.03.30,2026.04.05,audience_count,thousand_persons,"13개지역, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202508,2026-04-12T20:14:29
18,MBC,놀면뭐하니,939.0,지상파,전국,202508,2026.03.30,2026.04.05,audience_count,thousand_persons,"13개지역, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202508,2026-04-12T20:14:29
19,KBS2,불후의명곡,867.0,지상파,전국,202508,2026.03.30,2026.04.05,audience_count,thousand_persons,"13개지역, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202508,2026-04-12T20:14:29
20,KBS1,KBS뉴스광장2부,840.0,지상파,전국,202508,2026.03.30,2026.04.05,audience_count,thousand_persons,"13개지역, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202508,2026-04-12T20:14:29
1,KBS2,KBS2주말드라마(사랑을처방해드립니다),13.1,지상파,전국,202508,2026.03.30,2026.04.05,household_rating,percent,"13개지역, 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202508,2026-04-12T20:14:29
2,SBS,미운우리새끼다시쓰는육아일기,11.3,지상파,전국,202508,2026.03.30,2026.04.05,household_rating,percent,"13개지역, 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202508,2026-04-12T20:14:29
3,SBS,SBS금토드라마(신이랑법률사무소),8.5,지상파,전국,202508,2026.03.30,2026.04.05,household_rating,percent,"13개지역, 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202508,2026-04-12T20:14:29
4,KBS2,KBS2일일드라마(붉은진주),7.6,지상파,전국,202508,2026.03.30,2026.04.05,household_rating,percent,"13개지역, 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202508,2026-04-12T20:14:29
5,KBS1,KBS9시뉴스,7.5,지상파,전국,202508,2026.03.30,2026.04.05,household_rating,percent,"13개지역, 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202508,2026-04-12T20:14:29
6,KBS1,인간극장,7.1,지상파,전국,202508,2026.03.30,2026.04.05,household_rating,percent,"13개지역, 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202508,2026-04-12T20:14:29
7,KBS1,KBS1일일드라마(기쁜우리좋은날),6.9,지상파,전국,202508,2026.03.30,2026.04.05,household_rating,percent,"13개지역, 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202508,2026-04-12T20:14:29
8,MBC,MBC뉴스데스크,6.4,지상파,전국,202508,2026.03.30,2026.04.05,household_rating,percent,"13개지역, 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202508,2026-04-12T20:14:29
9,KBS2,1박2일,5.9,지상파,전국,202508,2026.03.30,2026.04.05,household_rating,percent,"13개지역, 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202508,2026-04-12T20:14:29
9,KBS1,가요무대,5.9,지상파,전국,202508,2026.03.30,2026.04.05,household_rating,percent,"13개지역, 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202508,2026-04-12T20:14:29
11,KBS1,아침마당,5.7,지상파,전국,202508,2026.03.30,2026.04.05,household_rating,percent,"13개지역, 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202508,2026-04-12T20:14:29
12,KBS1,전국노래자랑,5.6,지상파,전국,202508,2026.03.30,2026.04.05,household_rating,percent,"13개지역, 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202508,2026-04-12T20:14:29
13,KBS1,특파원보고세계는지금,5.5,지상파,전국,202508,2026.03.30,2026.04.05,household_rating,percent,"13개지역, 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202508,2026-04-12T20:14:29
13,MBC,일일드라마(첫번째남자),5.5,지상파,전국,202508,2026.03.30,2026.04.05,household_rating,percent,"13개지역, 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202508,2026-04-12T20:14:29
15,KBS1,동네한바퀴,5.3,지상파,전국,202508,2026.03.30,2026.04.05,household_rating,percent,"13개지역, 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202508,2026-04-12T20:14:29
16,KBS2,살림하는남자들,5.2,지상파,전국,202508,2026.03.30,2026.04.05,household_rating,percent,"13개지역, 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202508,2026-04-12T20:14:29
17,KBS1,KBS뉴스광장2부,4.7,지상파,전국,202508,2026.03.30,2026.04.05,household_rating,percent,"13개지역, 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202508,2026-04-12T20:14:29
17,KBS2,불후의명곡,4.7,지상파,전국,202508,2026.03.30,2026.04.05,household_rating,percent,"13개지역, 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202508,2026-04-12T20:14:29
17,KBS1,6시내고향,4.7,지상파,전국,202508,2026.03.30,2026.04.05,household_rating,percent,"13개지역, 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202508,2026-04-12T20:14:29
20,MBC,나혼자산다,4.5,지상파,전국,202508,2026.03.30,2026.04.05,household_rating,percent,"13개지역, 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202508,2026-04-12T20:14:29
1,KBS2,KBS2주말드라마(사랑을처방해드립니다),2457.0,지상파,전국,202509,2026.03.30,2026.04.05,audience_count,thousand_persons,"13개지역, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202509,2026-04-12T20:14:31
2,SBS,미운우리새끼다시쓰는육아일기,2128.0,지상파,전국,202509,2026.03.30,2026.04.05,audience_count,thousand_persons,"13개지역, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202509,2026-04-12T20:14:31
3,SBS,SBS금토드라마(신이랑법률사무소),1605.0,지상파,전국,202509,2026.03.30,2026.04.05,audience_count,thousand_persons,"13개지역, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202509,2026-04-12T20:14:31
4,KBS2,KBS2일일드라마(붉은진주),1412.0,지상파,전국,202509,2026.03.30,2026.04.05,audience_count,thousand_persons,"13개지역, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202509,2026-04-12T20:14:31
5,KBS1,KBS9시뉴스,1316.0,지상파,전국,202509,2026.03.30,2026.04.05,audience_count,thousand_persons,"13개지역, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202509,2026-04-12T20:14:31
6,KBS1,인간극장,1282.0,지상파,전국,202509,2026.03.30,2026.04.05,audience_count,thousand_persons,"13개지역, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202509,2026-04-12T20:14:31
7,KBS1,KBS1일일드라마(기쁜우리좋은날),1276.0,지상파,전국,202509,2026.03.30,2026.04.05,audience_count,thousand_persons,"13개지역, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202509,2026-04-12T20:14:31
8,KBS2,1박2일,1204.0,지상파,전국,202509,2026.03.30,2026.04.05,audience_count,thousand_persons,"13개지역, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202509,2026-04-12T20:14:31
9,MBC,MBC뉴스데스크,1194.0,지상파,전국,202509,2026.03.30,2026.04.05,audience_count,thousand_persons,"13개지역, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202509,2026-04-12T20:14:31
10,KBS1,아침마당,1032.0,지상파,전국,202509,2026.03.30,2026.04.05,audience_count,thousand_persons,"13개지역, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202509,2026-04-12T20:14:31
11,KBS1,전국노래자랑,1010.0,지상파,전국,202509,2026.03.30,2026.04.05,audience_count,thousand_persons,"13개지역, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202509,2026-04-12T20:14:31
12,KBS1,가요무대,1006.0,지상파,전국,202509,2026.03.30,2026.04.05,audience_count,thousand_persons,"13개지역, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202509,2026-04-12T20:14:31
13,KBS1,동네한바퀴,987.0,지상파,전국,202509,2026.03.30,2026.04.05,audience_count,thousand_persons,"13개지역, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202509,2026-04-12T20:14:31
14,MBC,일일드라마(첫번째남자),981.0,지상파,전국,202509,2026.03.30,2026.04.05,audience_count,thousand_persons,"13개지역, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=1_2&area=00&begin_date=202509,2026-04-12T20:14:31
