rank,channel,program,metric_value,category,area,begin_date,week_start,week_end,metric_type,unit,analysis_basis,week_candidates_count,week_candidates,source_url,collected_at
10,연합뉴스TV,와이드08,490.0,케이블,전국,202603,2026.03.30,2026.04.05,audience_count,thousand_persons,"National, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202603,2026-04-12T20:16:41
1,tvN,TVN월화드라마(세이렌<본>),4.58,케이블,전국,202603,2026.03.30,2026.04.05,household_rating,percent,"National, 유료플랫폼 가입 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202603,2026-04-12T20:16:41
2,tvN,유퀴즈온더블럭<본>,3.652,케이블,전국,202603,2026.03.30,2026.04.05,household_rating,percent,"National, 유료플랫폼 가입 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202603,2026-04-12T20:16:41
3,ENA,클라이맥스<본>,3.351,케이블,전국,202603,2026.03.30,2026.04.05,household_rating,percent,"National, 유료플랫폼 가입 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202603,2026-04-12T20:16:41
4,tvN,대한민국에서건물주되는법<본>,2.866,케이블,전국,202603,2026.03.30,2026.04.05,household_rating,percent,"National, 유료플랫폼 가입 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202603,2026-04-12T20:16:41
5,YTN,뉴스와이드(07:50),2.62,케이블,전국,202603,2026.03.30,2026.04.05,household_rating,percent,"National, 유료플랫폼 가입 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202603,2026-04-12T20:16:41
6,tvN,보검매직컬<본>,2.479,케이블,전국,202603,2026.03.30,2026.04.05,household_rating,percent,"National, 유료플랫폼 가입 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202603,2026-04-12T20:16:41
7,연합뉴스TV,와이드08,2.357,케이블,전국,202603,2026.03.30,2026.04.05,household_rating,percent,"National, 유료플랫폼 가입 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202603,2026-04-12T20:16:41
8,tvN,세계밥장사도전기백사장3<본>,2.165,케이블,전국,202603,2026.03.30,2026.04.05,household_rating,percent,"National, 유료플랫폼 가입 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202603,2026-04-12T20:16:41
9,YTN,뉴스와이드(09:50),2.115,케이블,전국,202603,2026.03.30,2026.04.05,household_rating,percent,"National, 유료플랫폼 가입 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202603,2026-04-12T20:16:41
10,tvN,예측불가쑥이네폐가새로고침<본>,1.929,케이블,전국,202603,2026.03.30,2026.04.05,household_rating,percent,"National, 유료플랫폼 가입 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202603,2026-04-12T20:16:41
1,tvN,TVN월화드라마(세이렌<본>),1044.0,케이블,전국,202604,2026.03.30,2026.04.05,audience_count,thousand_persons,"National, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202604,2026-04-12T20:16:43
2,tvN,유퀴즈온더블럭<본>,940.0,케이블,전국,202604,2026.03.30,2026.04.05,audience_count,thousand_persons,"National, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202604,2026-04-12T20:16:43
3,ENA,클라이맥스<본>,812.0,케이블,전국,202604,2026.03.30,2026.04.05,audience_count,thousand_persons,"National, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202604,2026-04-12T20:16:43
4,tvN,대한민국에서건물주되는법<본>,687.0,케이블,전국,202604,2026.03.30,2026.04.05,audience_count,thousand_persons,"National, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202604,2026-04-12T20:16:43
5,tvN,보검매직컬<본>,668.0,케이블,전국,202604,2026.03.30,2026.04.05,audience_count,thousand_persons,"National, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202604,2026-04-12T20:16:43
6,YTN,뉴스와이드(07:50),584.0,케이블,전국,202604,2026.03.30,2026.04.05,audience_count,thousand_persons,"National, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202604,2026-04-12T20:16:43
7,tvN,예측불가쑥이네폐가새로고침<본>,541.0,케이블,전국,202604,2026.03.30,2026.04.05,audience_count,thousand_persons,"National, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202604,2026-04-12T20:16:43
8,tvN,세계밥장사도전기백사장3<본>,508.0,케이블,전국,202604,2026.03.30,2026.04.05,audience_count,thousand_persons,"National, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202604,2026-04-12T20:16:43
9,tvN,놀라운토요일예능신대륙개척<본>,499.0,케이블,전국,202604,2026.03.30,2026.04.05,audience_count,thousand_persons,"National, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202604,2026-04-12T20:16:43
10,연합뉴스TV,와이드08,490.0,케이블,전국,202604,2026.03.30,2026.04.05,audience_count,thousand_persons,"National, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202604,2026-04-12T20:16:43
1,tvN,TVN월화드라마(세이렌<본>),4.58,케이블,전국,202604,2026.03.30,2026.04.05,household_rating,percent,"National, 유료플랫폼 가입 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202604,2026-04-12T20:16:43
2,tvN,유퀴즈온더블럭<본>,3.652,케이블,전국,202604,2026.03.30,2026.04.05,household_rating,percent,"National, 유료플랫폼 가입 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202604,2026-04-12T20:16:43
3,ENA,클라이맥스<본>,3.351,케이블,전국,202604,2026.03.30,2026.04.05,household_rating,percent,"National, 유료플랫폼 가입 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202604,2026-04-12T20:16:43
4,tvN,대한민국에서건물주되는법<본>,2.866,케이블,전국,202604,2026.03.30,2026.04.05,household_rating,percent,"National, 유료플랫폼 가입 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202604,2026-04-12T20:16:43
5,YTN,뉴스와이드(07:50),2.62,케이블,전국,202604,2026.03.30,2026.04.05,household_rating,percent,"National, 유료플랫폼 가입 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202604,2026-04-12T20:16:43
6,tvN,보검매직컬<본>,2.479,케이블,전국,202604,2026.03.30,2026.04.05,household_rating,percent,"National, 유료플랫폼 가입 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202604,2026-04-12T20:16:43
7,연합뉴스TV,와이드08,2.357,케이블,전국,202604,2026.03.30,2026.04.05,household_rating,percent,"National, 유료플랫폼 가입 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202604,2026-04-12T20:16:43
8,tvN,세계밥장사도전기백사장3<본>,2.165,케이블,전국,202604,2026.03.30,2026.04.05,household_rating,percent,"National, 유료플랫폼 가입 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202604,2026-04-12T20:16:43
9,YTN,뉴스와이드(09:50),2.115,케이블,전국,202604,2026.03.30,2026.04.05,household_rating,percent,"National, 유료플랫폼 가입 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202604,2026-04-12T20:16:43
10,tvN,예측불가쑥이네폐가새로고침<본>,1.929,케이블,전국,202604,2026.03.30,2026.04.05,household_rating,percent,"National, 유료플랫폼 가입 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202604,2026-04-12T20:16:43
1,tvN,TVN월화드라마(세이렌<본>),1044.0,케이블,전국,202605,2026.03.30,2026.04.05,audience_count,thousand_persons,"National, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202605,2026-04-12T20:16:44
2,tvN,유퀴즈온더블럭<본>,940.0,케이블,전국,202605,2026.03.30,2026.04.05,audience_count,thousand_persons,"National, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202605,2026-04-12T20:16:44
3,ENA,클라이맥스<본>,812.0,케이블,전국,202605,2026.03.30,2026.04.05,audience_count,thousand_persons,"National, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202605,2026-04-12T20:16:44
4,tvN,대한민국에서건물주되는법<본>,687.0,케이블,전국,202605,2026.03.30,2026.04.05,audience_count,thousand_persons,"National, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202605,2026-04-12T20:16:44
5,tvN,보검매직컬<본>,668.0,케이블,전국,202605,2026.03.30,2026.04.05,audience_count,thousand_persons,"National, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202605,2026-04-12T20:16:44
6,YTN,뉴스와이드(07:50),584.0,케이블,전국,202605,2026.03.30,2026.04.05,audience_count,thousand_persons,"National, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202605,2026-04-12T20:16:44
7,tvN,예측불가쑥이네폐가새로고침<본>,541.0,케이블,전국,202605,2026.03.30,2026.04.05,audience_count,thousand_persons,"National, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202605,2026-04-12T20:16:44
8,tvN,세계밥장사도전기백사장3<본>,508.0,케이블,전국,202605,2026.03.30,2026.04.05,audience_count,thousand_persons,"National, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202605,2026-04-12T20:16:44
9,tvN,놀라운토요일예능신대륙개척<본>,499.0,케이블,전국,202605,2026.03.30,2026.04.05,audience_count,thousand_persons,"National, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202605,2026-04-12T20:16:44
10,연합뉴스TV,와이드08,490.0,케이블,전국,202605,2026.03.30,2026.04.05,audience_count,thousand_persons,"National, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202605,2026-04-12T20:16:44
1,tvN,TVN월화드라마(세이렌<본>),4.58,케이블,전국,202605,2026.03.30,2026.04.05,household_rating,percent,"National, 유료플랫폼 가입 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202605,2026-04-12T20:16:44
2,tvN,유퀴즈온더블럭<본>,3.652,케이블,전국,202605,2026.03.30,2026.04.05,household_rating,percent,"National, 유료플랫폼 가입 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202605,2026-04-12T20:16:44
3,ENA,클라이맥스<본>,3.351,케이블,전국,202605,2026.03.30,2026.04.05,household_rating,percent,"National, 유료플랫폼 가입 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202605,2026-04-12T20:16:44
4,tvN,대한민국에서건물주되는법<본>,2.866,케이블,전국,202605,2026.03.30,2026.04.05,household_rating,percent,"National, 유료플랫폼 가입 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202605,2026-04-12T20:16:44
5,YTN,뉴스와이드(07:50),2.62,케이블,전국,202605,2026.03.30,2026.04.05,household_rating,percent,"National, 유료플랫폼 가입 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202605,2026-04-12T20:16:44
6,tvN,보검매직컬<본>,2.479,케이블,전국,202605,2026.03.30,2026.04.05,household_rating,percent,"National, 유료플랫폼 가입 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202605,2026-04-12T20:16:44
7,연합뉴스TV,와이드08,2.357,케이블,전국,202605,2026.03.30,2026.04.05,household_rating,percent,"National, 유료플랫폼 가입 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202605,2026-04-12T20:16:44
8,tvN,세계밥장사도전기백사장3<본>,2.165,케이블,전국,202605,2026.03.30,2026.04.05,household_rating,percent,"National, 유료플랫폼 가입 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202605,2026-04-12T20:16:44
9,YTN,뉴스와이드(09:50),2.115,케이블,전국,202605,2026.03.30,2026.04.05,household_rating,percent,"National, 유료플랫폼 가입 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202605,2026-04-12T20:16:44
10,tvN,예측불가쑥이네폐가새로고침<본>,1.929,케이블,전국,202605,2026.03.30,2026.04.05,household_rating,percent,"National, 유료플랫폼 가입 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202605,2026-04-12T20:16:44
1,tvN,TVN월화드라마(세이렌<본>),1044.0,케이블,전국,202606,2026.03.30,2026.04.05,audience_count,thousand_persons,"National, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202606,2026-04-12T20:16:46
2,tvN,유퀴즈온더블럭<본>,940.0,케이블,전국,202606,2026.03.30,2026.04.05,audience_count,thousand_persons,"National, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202606,2026-04-12T20:16:46
3,ENA,클라이맥스<본>,812.0,케이블,전국,202606,2026.03.30,2026.04.05,audience_count,thousand_persons,"National, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202606,2026-04-12T20:16:46
4,tvN,대한민국에서건물주되는법<본>,687.0,케이블,전국,202606,2026.03.30,2026.04.05,audience_count,thousand_persons,"National, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202606,2026-04-12T20:16:46
5,tvN,보검매직컬<본>,668.0,케이블,전국,202606,2026.03.30,2026.04.05,audience_count,thousand_persons,"National, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202606,2026-04-12T20:16:46
6,YTN,뉴스와이드(07:50),584.0,케이블,전국,202606,2026.03.30,2026.04.05,audience_count,thousand_persons,"National, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202606,2026-04-12T20:16:46
7,tvN,예측불가쑥이네폐가새로고침<본>,541.0,케이블,전국,202606,2026.03.30,2026.04.05,audience_count,thousand_persons,"National, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202606,2026-04-12T20:16:46
8,tvN,세계밥장사도전기백사장3<본>,508.0,케이블,전국,202606,2026.03.30,2026.04.05,audience_count,thousand_persons,"National, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202606,2026-04-12T20:16:46
9,tvN,놀라운토요일예능신대륙개척<본>,499.0,케이블,전국,202606,2026.03.30,2026.04.05,audience_count,thousand_persons,"National, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202606,2026-04-12T20:16:46
10,연합뉴스TV,와이드08,490.0,케이블,전국,202606,2026.03.30,2026.04.05,audience_count,thousand_persons,"National, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202606,2026-04-12T20:16:46
1,tvN,TVN월화드라마(세이렌<본>),4.58,케이블,전국,202606,2026.03.30,2026.04.05,household_rating,percent,"National, 유료플랫폼 가입 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202606,2026-04-12T20:16:46
2,tvN,유퀴즈온더블럭<본>,3.652,케이블,전국,202606,2026.03.30,2026.04.05,household_rating,percent,"National, 유료플랫폼 가입 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202606,2026-04-12T20:16:46
3,ENA,클라이맥스<본>,3.351,케이블,전국,202606,2026.03.30,2026.04.05,household_rating,percent,"National, 유료플랫폼 가입 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202606,2026-04-12T20:16:46
4,tvN,대한민국에서건물주되는법<본>,2.866,케이블,전국,202606,2026.03.30,2026.04.05,household_rating,percent,"National, 유료플랫폼 가입 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202606,2026-04-12T20:16:46
5,YTN,뉴스와이드(07:50),2.62,케이블,전국,202606,2026.03.30,2026.04.05,household_rating,percent,"National, 유료플랫폼 가입 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202606,2026-04-12T20:16:46
6,tvN,보검매직컬<본>,2.479,케이블,전국,202606,2026.03.30,2026.04.05,household_rating,percent,"National, 유료플랫폼 가입 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202606,2026-04-12T20:16:46
7,연합뉴스TV,와이드08,2.357,케이블,전국,202606,2026.03.30,2026.04.05,household_rating,percent,"National, 유료플랫폼 가입 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202606,2026-04-12T20:16:46
8,tvN,세계밥장사도전기백사장3<본>,2.165,케이블,전국,202606,2026.03.30,2026.04.05,household_rating,percent,"National, 유료플랫폼 가입 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202606,2026-04-12T20:16:46
9,YTN,뉴스와이드(09:50),2.115,케이블,전국,202606,2026.03.30,2026.04.05,household_rating,percent,"National, 유료플랫폼 가입 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202606,2026-04-12T20:16:46
10,tvN,예측불가쑥이네폐가새로고침<본>,1.929,케이블,전국,202606,2026.03.30,2026.04.05,household_rating,percent,"National, 유료플랫폼 가입 가구, 단위:%",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202606,2026-04-12T20:16:46
1,tvN,TVN월화드라마(세이렌<본>),1044.0,케이블,전국,202607,2026.03.30,2026.04.05,audience_count,thousand_persons,"National, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202607,2026-04-12T20:16:48
2,tvN,유퀴즈온더블럭<본>,940.0,케이블,전국,202607,2026.03.30,2026.04.05,audience_count,thousand_persons,"National, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202607,2026-04-12T20:16:48
3,ENA,클라이맥스<본>,812.0,케이블,전국,202607,2026.03.30,2026.04.05,audience_count,thousand_persons,"National, 개인, 단위:천 명",4,20260330-20260405|20260406-20260412|20260413-20260419|20260420-20260426,https://www.nielsenkorea.co.kr/tv_terrestrial_day.asp?menu=Tit_1&sub_menu=3_2&area=00&begin_date=202607,2026-04-12T20:16:48
